region_id,station,observed_at,temperature_c,precipitation_mm_24h,wind_speed_mps,snow_depth_cm,cold_wave_risk,snowstorm_risk,drought_risk,data_source,source_id,dataset_name,is_sample
naqu-bange,CMFD_naqu-bange,2023-01-01 00:00,-9.2,0.67,5.6,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-02-01 00:00,-3.5,0.72,6.8,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-03-01 00:00,-1.4,0.54,8.1,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-04-01 00:00,1.1,0.44,8.8,0,低,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-05-01 00:00,0.4,0.19,7.3,0,低,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-06-01 00:00,-3.7,0.11,6.8,0,中,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-07-01 00:00,-10.9,0.16,6.4,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-08-01 00:00,-16.5,0.21,6.4,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-09-01 00:00,-16.0,0.2,3.6,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-10-01 00:00,-22.7,0.44,2.5,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-11-01 00:00,-22.4,0.73,4.6,0,高,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2023-12-01 00:00,-13.4,0.88,4.7,0,高,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-01-01 00:00,-10.8,0.79,6.1,0,高,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-02-01 00:00,-6.4,0.78,5.7,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-03-01 00:00,-1.7,0.8,6.3,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-04-01 00:00,2.3,0.39,8.2,0,低,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-05-01 00:00,0.4,0.28,8.7,0,低,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-06-01 00:00,-8.0,0.11,6.5,0,中,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-07-01 00:00,-11.0,0.14,7.0,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-08-01 00:00,-15.0,0.16,4.6,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-09-01 00:00,-20.1,0.21,4.2,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-10-01 00:00,-22.2,0.37,4.6,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-11-01 00:00,-23.5,0.53,5.5,0,高,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-bange,CMFD_naqu-bange,2024-12-01 00:00,-17.5,1.01,4.9,0,高,高,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-01-01 00:00,-9.6,0.73,5.4,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-02-01 00:00,-2.5,0.87,6.9,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-03-01 00:00,1.8,0.55,8.2,0,低,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-04-01 00:00,4.4,0.36,8.9,0,低,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-05-01 00:00,1.5,0.35,7.3,0,低,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-06-01 00:00,-2.2,0.2,7.4,0,中,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-07-01 00:00,-6.8,0.09,7.2,0,中,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-08-01 00:00,-14.5,0.25,5.7,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-09-01 00:00,-23.8,0.42,4.2,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-10-01 00:00,-18.4,0.3,3.1,0,高,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-11-01 00:00,-20.7,0.67,6.3,0,高,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2023-12-01 00:00,-15.4,0.81,5.8,0,高,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2024-01-01 00:00,-9.5,0.78,6.0,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2024-02-01 00:00,-1.8,0.72,6.8,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2024-03-01 00:00,-0.7,0.53,8.6,0,中,中,中,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2024-04-01 00:00,5.7,0.61,7.1,0,低,中,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2024-05-01 00:00,1.0,0.24,8.9,0,低,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2024-06-01 00:00,-3.0,0.26,5.7,0,中,低,低,tpdc,cmfd-v2,CMFD_V0200,false
naqu-seni,CMFD_naqu-seni,2024-07-01 00:00,-9.2,0.04,7.0,0,中,低,低,tpdc,cmfd-v2,CMFD_V0200,false
